name,price,mark,value,single_thread,single_thread_value,tdp,powerperf,testdate,socket,category
AMD Athlon II X2 250e,$76.73*,1939,25.28,1056,13.77,45,43,Jun 2011,AM3,Desktop
AMD Athlon II X2 250u,$34.95*,1000,28.64,553,15.84,25,40,Feb 2010,AM3,Desktop
AMD Athlon II X2 255,$65.22*,1843,28.26,1045,16.03,65,28,Jan 2010,AM3,Desktop
AMD Athlon II X2 260,$19.99,1873,93.70,1073,53.71,65,28,Jul 2010,AM3,Desktop
AMD Athlon II X2 260u,$83.44*,1107,13.28,610,7.31,25,44,Dec 2010,AM3,Desktop
AMD Athlon II X2 265,$82.88*,1890,22.81,1117,13.48,65,29,Nov 2010,AM3,Desktop
AMD Athlon II X2 270,$23.99,1980,82.56,1151,48.01,65,30,Aug 2011,AM3,Desktop
AMD Athlon II X2 270u,$67.67*,1350,19.96,701,10.36,25,54,Nov 2010,AM3,Desktop
AMD Athlon II X2 280,$99.99*,2128,21.28,1209,12.10,65,32,Mar 2013,AM3,Unknown
AMD Athlon II X2 4300e,NA,1350,NA,887,NA,13,103,Jan 2012,NA,Unknown
AMD Athlon II X2 4400e,NA,1616,NA,918,NA,37,43,Sep 2009,NA,Unknown
AMD Athlon II X2 4450e,NA,1504,NA,934,NA,45,33,Sep 2010,AM2,Desktop
AMD Athlon II X2 B22,$45.99,1709,37.17,968,21.06,65,26,Jan 2010,AM3,Desktop
AMD Athlon II X2 B24,$39.95*,1771,44.34,1020,25.54,65,27,Mar 2010,AM3,Desktop
AMD Athlon II X2 B26,$34.95*,1897,54.28,1100,31.49,65,29,Sep 2011,NA,Unknown
AMD Athlon II X2 B28,$49.05*,2085,42.52,1170,23.87,65,32,Jul 2012,AM3,Desktop
AMD Athlon II X3 400e,$107.43*,2009,18.70,754,7.02,45,44,Dec 2009,AM3,Desktop
AMD Athlon II X3 405e,$79.99*,2025,25.32,790,9.88,45,45,Mar 2010,AM3,Desktop
AMD Athlon II X3 415e,$75.00*,2247,29.97,853,11.39,45,49,Oct 2010,AM3,Desktop
AMD Athlon II X3 420e,$116.15*,2285,19.68,824,7.10,45,50,Jun 2011,AM3,Desktop
AMD Athlon II X3 425,$81.82,2316,28.31,922,11.27,95,24,Aug 2009,AM3,Desktop
AMD Athlon II X3 425e,NA,2239,NA,NA,NA,45,49,Sep 2012,AM3,Desktop
AMD Athlon II X3 435,$69.99,2475,35.36,1004,14.35,95,26,Nov 2009,AM3,Desktop
AMD Athlon II X3 440,$26.99,2570,95.22,1016,37.65,95,27,Feb 2010,AM3,Desktop
AMD Athlon II X3 445,$91.00*,2572,28.27,1049,11.53,95,27,Jul 2010,AM3,Desktop
AMD Athlon II X3 450,$39.99,2622,65.58,1059,26.49,95,27,Nov 2010,AM3,Desktop
AMD Athlon II X3 455,$90.91,2769,30.46,1130,12.43,95,29,Dec 2010,AM3,Desktop
AMD Athlon II X3 460,$38.99,2863,73.44,1169,29.99,95,30,Aug 2011,AM3,Desktop
AMD Athlon II X4 553,NA,3814,NA,1010,NA,NA,NA,Jan 2011,NA,Unknown
AMD Athlon II X4 555,NA,3830,NA,1064,NA,NA,NA,Dec 2010,NA,Unknown
AMD Athlon II X4 559,NA,4142,NA,1164,NA,NA,NA,Sep 2013,NA,Unknown
AMD Athlon II X4 600e,$130.23*,2453,18.84,720,5.53,45,54,Dec 2009,AM3,Desktop
AMD Athlon II X4 605e,$101.80*,2750,27.01,814,8.00,45,61,Dec 2009,AM3,Desktop
AMD Athlon II X4 610e,$69.99*,2789,39.86,833,11.90,45,61,Aug 2010,AM3,Desktop
AMD Athlon II X4 615e,$59.00*,2901,49.17,866,14.68,45,64,Dec 2010,AM3,Desktop
AMD Athlon II X4 620,$69.99,2936,41.96,906,12.95,95,30,Sep 2009,AM3,Desktop
AMD Athlon II X4 620e,NA,2906,NA,NA,NA,45,64,Jan 2011,AM3,Desktop
AMD Athlon II X4 630,$42.99,3134,72.91,956,22.26,95,32,Aug 2009,AM3,Desktop
AMD Athlon II X4 631 Quad-Core,$80.00*,3153,39.42,903,11.30,100,31,Sep 2011,FM1,Desktop
AMD Athlon II X4 635,$69.95*,3242,46.36,990,14.16,95,34,Feb 2010,AM3,Desktop
AMD Athlon II X4 638 Quad-Core,$26.49,3198,120.73,923,34.87,65,49,Apr 2015,FM1,Desktop
AMD Athlon II X4 640,$239.95,3313,13.81,1025,4.27,95,34,Jun 2010,AM3,Desktop
AMD Athlon II X4 6400e,NA,2594,NA,NA,NA,NA,NA,Dec 2009,NA,Unknown
AMD Athlon II X4 641 Quad-Core,$91.50*,3346,36.57,973,10.64,100,33,Mar 2012,FM1,Desktop
AMD Athlon II X4 645,$99.99,3474,34.75,1072,10.72,95,36,Oct 2010,AM3,Desktop
AMD Athlon II X4 650,$166.60*,3485,20.92,1063,6.38,95,36,Aug 2011,NA,Unknown
AMD Athlon II X4 651 Quad-Core,$178.04*,3575,20.08,1053,5.92,100,35,Feb 2012,FM1,Unknown
AMD Athlon II X4 655,NA,2998,NA,1128,NA,95,31,Jan 2014,AM2+ (940-pin),Unknown
AMD Athlon L110,NA,306,NA,343,NA,13,23,Jul 2009,NA,Unknown
AMD Athlon LE-1600,$21.00*,567,27.04,636,30.32,45,12,Mar 2009,AM2,Desktop
AMD Athlon LE-1620,$18.00*,572,31.80,676,37.59,45,12,Mar 2009,AM2,Desktop
AMD Athlon LE-1640,NA,627,NA,715,NA,45,13,Feb 2009,AM2,Desktop
AMD Athlon LE-1660,NA,688,NA,754,NA,45,15,Apr 2009,AM2,Desktop
AMD Athlon MP,$54.95*,230,4.20,NA,NA,NA,NA,Mar 2009,NA,Unknown
AMD Athlon MP 1700+,NA,339,NA,NA,NA,NA,NA,Jun 2010,NA,Unknown
AMD Athlon MP 2400+,NA,436,NA,NA,NA,NA,NA,Sep 2009,NA,Unknown
AMD Athlon MP 2800+,NA,497,NA,NA,NA,NA,NA,May 2009,NA,Unknown
AMD Athlon Neo MV-40,NA,409,NA,432,NA,15,27,Apr 2009,NA,Unknown
AMD Athlon Neo X2 Dual Core 6850e,NA,1002,NA,554,NA,22,45,Nov 2009,NA,Unknown
AMD Athlon Neo X2 Dual Core L325,NA,776,NA,450,NA,18,43,Jan 2010,NA,Unknown
AMD Athlon Neo X2 Dual Core L335,NA,828,NA,457,NA,18,46,Aug 2009,NA,Unknown
AMD Athlon PRO 200GE,NA,5204,NA,1665,NA,35,148,May 2018,AM4,Desktop
AMD Athlon QI-46,NA,473,NA,NA,NA,NA,NA,Apr 2009,NA,Unknown
AMD Athlon TF-20,NA,413,NA,426,NA,15,27,Jun 2009,NA,Unknown
AMD Athlon TF-36,NA,395,NA,386,NA,25,15,May 2010,NA,Unknown
AMD Athlon X2 215,NA,1543,NA,922,NA,65,23,Nov 2010,NA,Unknown
AMD Athlon X2 235e,NA,1806,NA,NA,NA,45,40,Jan 2010,NA,Unknown
AMD Athlon X2 240,NA,1602,NA,947,NA,65,24,Aug 2009,NA,Unknown
AMD Athlon X2 240e,NA,1670,NA,938,NA,45,37,Jul 2011,NA,Unknown
AMD Athlon X2 250,NA,1696,NA,991,NA,65,26,Jun 2009,NA,Unknown
AMD Athlon X2 255,NA,1627,NA,959,NA,65,25,Jan 2012,AM2+/AM3,Unknown
AMD Athlon X2 280,$33.49,2303,68.77,1102,32.92,65,35,Mar 2014,AM3,Unknown
AMD Athlon X2 340 Dual Core,$49.99,1911,38.23,1267,25.36,65,29,Jul 2013,NA,Unknown
AMD Athlon X2 370K Dual Core,NA,2251,NA,1461,NA,65,34,Nov 2013,NA,Unknown
AMD Athlon X2 440,NA,1424,NA,NA,NA,NA,NA,Aug 2009,NA,Unknown
AMD Athlon X2 Dual Core 3250e,NA,779,NA,445,NA,22,35,Oct 2009,NA,Unknown
AMD Athlon X2 Dual Core 6850e,NA,998,NA,556,NA,22,45,Jul 2010,NA,Unknown
AMD Athlon X2 Dual Core BE-2300,NA,920,NA,567,NA,45,20,Feb 2009,AM2,Desktop
AMD Athlon X2 Dual Core BE-2350,NA,1104,NA,641,NA,45,24,Mar 2009,AM2,Desktop
AMD Athlon X2 Dual Core BE-2400,NA,1213,NA,691,NA,18,67,Mar 2009,FT1,Desktop
AMD Athlon X2 Dual Core BE-2450,NA,1251,NA,NA,NA,45,27,Jun 2009,NA,Unknown
AMD Athlon X2 Dual Core L310,NA,644,NA,350,NA,13,49,Oct 2009,S1,Laptop
AMD Athlon X2 Dual Core LS-5800,NA,1009,NA,NA,NA,NA,NA,Feb 2012,NA,Unknown
AMD Athlon X3 425,NA,2191,NA,701,NA,95,23,Feb 2010,NA,Unknown
AMD Athlon X3 435,$95.49*,2574,26.96,989,10.36,95,27,Dec 2009,NA,Unknown
AMD Athlon X3 440,$87.99*,2078,23.62,937,10.65,95,21,Mar 2010,NA,Unknown
AMD Athlon X3 445,NA,2314,NA,NA,NA,95,24,Oct 2011,NA,Unknown
AMD Athlon X3 450,$78.99*,3064,38.80,NA,NA,95,32,Nov 2010,NA,Unknown
AMD Athlon X3 455,NA,2401,NA,762,NA,95,25,Oct 2012,AM2+/AM3,Unknown
AMD Athlon X4 605e,NA,2505,NA,NA,NA,45,55,Mar 2011,NA,Unknown
AMD Athlon X4 620,$59.95*,2861,47.74,889,14.84,95,30,Oct 2009,NA,Unknown
AMD Athlon X4 635,$121.99*,2891,23.71,NA,NA,95,30,Jul 2010,NA,Unknown
AMD Athlon X4 640,NA,3172,NA,998,NA,95,33,Sep 2010,NA,Unknown
AMD Athlon X4 740 Quad Core,$277.00*,4010,14.48,1290,4.66,65,61,Nov 2012,FM2,Desktop
AMD Athlon X4 750 Quad Core,NA,4551,NA,1462,NA,65,70,Mar 2015,FM2,Desktop
AMD Athlon X4 750K Quad Core,$76.99*,4252,55.24,1366,17.75,100,42,Nov 2012,FM2,Unknown
AMD Athlon X4 760K Quad Core,$41.99,4593,109.40,1443,34.38,100,45,Aug 2013,FM2,Desktop
AMD Athlon X4 830,NA,4701,NA,1360,NA,65,72,Feb 2018,FM2+,Desktop
AMD Athlon X4 840,$78.74*,5044,64.07,1549,19.68,65,77,Jan 2015,FM2+,Desktop
AMD Athlon X4 845,$98.38,5424,55.14,1757,17.87,65,83,Mar 2016,FM2+,Desktop
AMD Athlon X4 860K,$54.50,5429,99.62,1601,29.38,95,57,Sep 2014,FM2+,Desktop
AMD Athlon X4 870K,$79.99,5319,66.50,1571,19.65,95,55,Mar 2016,FM2+,Desktop
AMD Athlon X4 880K,$99.99,5542,55.43,1648,16.49,95,58,Apr 2016,FM2+,Desktop
AMD Athlon X4 950,$79.00,5281,66.85,1722,21.80,65,81,Sep 2017,AM4,Desktop
AMD Athlon XP 1500,NA,282,NA,NA,NA,NA,NA,Jan 2010,NA,Unknown
AMD Athlon XP 1500+,NA,257,NA,385,NA,NA,NA,Mar 2009,NA,Unknown
AMD Athlon XP 1600+,NA,267,NA,408,NA,NA,NA,Feb 2009,NA,Unknown
AMD Athlon XP 1700,NA,344,NA,NA,NA,NA,NA,Apr 2010,NA,Unknown
AMD Athlon XP 1700+,NA,271,NA,418,NA,64,4,Feb 2009,Socket A (462),Desktop
AMD Athlon XP 1800+,$58.95*,300,5.10,462,7.84,66,4,Mar 2009,Socket A,Desktop
AMD Athlon XP 1900+,NA,312,NA,479,NA,NA,NA,Mar 2009,NA,Unknown
AMD Athlon XP 2000+,$24.99*,299,12.00,478,19.16,70,4,Feb 2009,Socket A,Desktop
AMD Athlon XP 2100+,NA,323,NA,502,NA,NA,NA,Feb 2009,NA,Unknown
AMD Athlon XP 2200+,$84.95*,328,3.87,515,6.07,NA,NA,Feb 2009,NA,Unknown
AMD Athlon XP 2300+,NA,464,NA,NA,NA,NA,NA,Aug 2009,NA,Unknown
AMD Athlon XP 2400+,$89.99*,360,4.01,576,6.41,NA,NA,Feb 2009,NA,Unknown
AMD Athlon XP 2500+,NA,355,NA,543,NA,NA,NA,Dec 2008,NA,Unknown
AMD Athlon XP 2600+,$23.03*,372,16.18,584,25.37,NA,NA,Dec 2008,NA,Unknown
AMD Athlon XP 2700+,$84.79*,393,4.64,611,7.22,NA,NA,Dec 2008,NA,Unknown
AMD Athlon XP 2800+,NA,400,NA,627,NA,89,4,Jan 2009,754,Unknown
AMD Athlon XP 2900+,NA,440,NA,631,NA,NA,NA,Apr 2009,NA,Unknown
AMD Athlon XP 3000+,$79.70*,402,5.05,608,7.64,62,6,Mar 2009,Socket A,Desktop
AMD Athlon XP 3100+,NA,433,NA,662,NA,NA,NA,Apr 2009,NA,Unknown
AMD Athlon XP 3200+,NA,434,NA,665,NA,62,7,Dec 2008,AM2,Unknown
AMD Athlon XP 3400+,NA,570,NA,NA,NA,NA,NA,Sep 2009,NA,Unknown
AMD Athlon XP Pro3+,NA,367,NA,NA,NA,NA,NA,Feb 2010,NA,Unknown
AMD Athlon XP-M,$34.95*,541,15.48,NA,NA,NA,NA,Mar 2009,NA,Unknown
AMD Athlon XP1600+,NA,281,NA,418,NA,NA,NA,Nov 2009,NA,Unknown
AMD Athlon XP1900+,NA,353,NA,NA,NA,NA,NA,Apr 2009,NA,Unknown
AMD Athlon XP2100+,NA,287,NA,NA,NA,NA,NA,Jun 2009,NA,Unknown
AMD Athlon XP2200+,NA,401,NA,NA,NA,NA,NA,Feb 2010,NA,Unknown
AMD Athlon XP2400+,NA,374,NA,600,NA,NA,NA,Sep 2009,NA,Unknown
AMD Athlon64 X2 Dual Core 4600+,NA,1108,NA,603,NA,110,10,May 2009,AM2,Desktop
AMD C-30,NA,310,NA,317,NA,9,34,May 2011,FT1,Laptop
AMD C-50,NA,461,NA,265,NA,9,51,Jan 2011,FT1,Laptop
AMD C-60,NA,466,NA,318,NA,9,51,Oct 2011,NA,Unknown
AMD C-60 APU,NA,544,NA,309,NA,9,60,Aug 2011,NA,Unknown
AMD C-70 APU,NA,559,NA,312,NA,9,62,Dec 2012,NA,Unknown
AMD E-240,NA,314,NA,349,NA,18,17,Feb 2011,FT1,Laptop
AMD E-300 APU,NA,611,NA,341,NA,18,33,Oct 2011,FT1,Laptop
AMD E-350,NA,747,NA,425,NA,18,41,Jan 2011,FT1,"Desktop, Laptop"
AMD E-350 APU,NA,761,NA,412,NA,18,42,Oct 2012,FT1 BGA,"Desktop, Laptop"
AMD E-350D APU,NA,726,NA,430,NA,18,40,Mar 2013,NA,Unknown
AMD E-450 APU,NA,767,NA,430,NA,18,42,Aug 2011,FT1,Laptop
AMD E1 Micro-6200T APU,NA,960,NA,552,NA,3.95,243,Oct 2014,FT3b,Laptop
AMD E1-1200 APU,NA,657,NA,365,NA,18,36,Aug 2012,FT1,Laptop
AMD E1-1500 APU,NA,688,NA,388,NA,18,38,Mar 2013,FT1,Laptop
AMD E1-2100 APU,NA,638,NA,363,NA,9,70,Jul 2013,FT3,Laptop
AMD E1-2200 APU,NA,767,NA,417,NA,9,85,Oct 2014,FT3,Laptop
AMD E1-2500 APU,NA,889,NA,516,NA,15,59,Sep 2013,FT3,Laptop
AMD E1-6010 APU,NA,858,NA,483,NA,10,85,Jul 2014,FT3b,Laptop
AMD E1-6015 APU,NA,897,NA,521,NA,NA,NA,Jul 2015,BGA769 (FT3b),Laptop
AMD E1-7010 APU,NA,998,NA,544,NA,10,99,Jun 2016,BGA769 (FT3b),Laptop
AMD E2-1800 APU,NA,817,NA,446,NA,18,45,Jun 2012,FT1,Desktop
AMD E2-2000 APU,NA,828,NA,462,NA,18,46,Mar 2013,"BGA413,FT1",Laptop
AMD E2-3000 APU,NA,1094,NA,628,NA,15,72,Feb 2014,FT3,Laptop
AMD E2-3000M APU,$20.00*,1092,54.65,600,30.01,35,31,Sep 2011,FS1,Laptop
AMD E2-3200 APU,$7.99*,1402,175.52,788,98.63,65,21,Dec 2011,FM1,Desktop
AMD E2-3800 APU,NA,1635,NA,501,NA,15,109,Feb 2014,FT3,Laptop
AMD E2-6110 APU,NA,1905,NA,571,NA,15,127,Oct 2014,"AM1,FT3b",Laptop
AMD E2-7110 APU,NA,2278,NA,695,NA,15,151,Oct 2015,FP4 BGA,Laptop
AMD E2-9000,NA,1665,NA,938,NA,10,166,May 2017,NA,Laptop
AMD E2-9000e,NA,1351,NA,749,NA,6,225,Jul 2017,NA,Laptop
AMD E2-9010,NA,1745,NA,992,NA,15,116,Jan 2017,FP4,Laptop
AMD E2-9030,NA,1515,NA,971,NA,NA,NA,Jan 2019,BGA (FT4),Desktop
AMD Embedded G-Series GX-215JJ Radeon R2E,NA,1758,NA,945,NA,10,175,Sep 2017,FP4,Laptop
AMD Embedded G-Series GX-224IJ Radeon R4E,NA,2088,NA,1199,NA,15,139,Nov 2017,FP4,Laptop
AMD Embedded G-Series GX-420GI Radeon R7E,NA,2514,NA,905,NA,16.1,156,Sep 2017,FP4,Laptop
AMD Embedded R-Series RX-216GD,NA,2409,NA,1375,NA,15,160,May 2017,BGA (FP4),Laptop
AMD Embedded R-Series RX-418GD Radeon R6,NA,5068,NA,1536,NA,35,144,Mar 2018,FP4,Laptop
AMD Embedded R-Series RX-421BD,NA,4635,NA,1505,NA,35,132,Nov 2015,BGA (FP4),Laptop
AMD EPYC 7251 8-Core,$504.99,11344,22.47,1250,2.48,120,94,Feb 2018,SP3,Server
AMD EPYC 7351P,$838.80,15820,18.86,1528,1.82,155,102,Nov 2017,SP3,Server
AMD EPYC 7371,NA,22236,NA,2013,NA,NA,NA,Jan 2019,SP3,Server
AMD EPYC 7401P,"$1,287.51",18385,14.28,1465,1.14,155,118,Nov 2017,SP3,Server
AMD EPYC 7501,"$4,327.73",18942,4.38,1569,0.36,155,122,Dec 2017,SP3,Server
AMD EPYC 7551,"$3,813.99",18483,4.85,1502,0.39,180,102,Sep 2017,SP3,Server
AMD EPYC 7551P,"$2,282.39",18359,8.04,1230,0.54,180,101,Mar 2018,SP3,Server
AMD FirePro A320 APU,NA,4540,NA,1432,NA,100,45,Aug 2016,FM2,Desktop
AMD FX-4100 Quad-Core,$129.99*,4068,31.30,1220,9.39,95,42,Oct 2011,AM3+,Desktop
AMD FX-4130 Quad-Core,$75.99*,4164,54.80,1248,16.43,125,33,Dec 2012,AM3+,Desktop
AMD FX-4150 Quad-Core,NA,4594,NA,1361,NA,125,36,Dec 2013,AM3+,Desktop
AMD FX-4170 Quad-Core,$99.99*,4863,48.64,1403,14.04,125,38,Mar 2012,AM3+,Desktop
AMD FX-4200 Quad-Core,$228.21*,4235,18.56,1183,5.18,125,33,Dec 2013,AM3+,Desktop
AMD FX-4300 Quad-Core,$46.00,4687,101.91,1411,30.69,95,49,Dec 2012,AM3+,Desktop
AMD FX-4320,NA,5009,NA,1494,NA,95,52,Jan 2016,AM3+,Desktop
AMD FX-4330,NA,5321,NA,1491,NA,95,56,Dec 2015,AM3+,Desktop
AMD FX-4350 Quad-Core,$229.99,5340,23.22,1533,6.67,125,42,Jun 2013,AM3+,Desktop
AMD FX-6100 Six-Core,$253.00,5383,21.28,1185,4.69,95,56,Oct 2011,AM3+,Desktop
AMD FX-6120 Six-Core,NA,5731,NA,1283,NA,95,60,Jun 2012,AM3+,Desktop
AMD FX-6130 Six-Core,NA,6215,NA,1313,NA,125,49,Mar 2013,AM3+,Desktop
AMD FX-6200 Six-Core,$339.95,6124,18.02,1305,3.84,125,48,Mar 2012,AM3+,Desktop
AMD FX-6300 Six-Core,$49.99,6385,127.74,1407,28.15,95,67,Oct 2012,AM3+,Desktop
AMD FX-6330 Six-Core,NA,6916,NA,1481,NA,95,72,Nov 2016,AM3+,Desktop
AMD FX-6350 Six-Core,$129.99,7001,53.86,1482,11.41,125,56,May 2013,AM3+,Desktop
AMD FX-670K Quad-Core,NA,4550,NA,1519,NA,65,70,Apr 2014,FM2,Desktop
AMD FX-7500 APU,NA,3207,NA,1092,NA,19,168,Oct 2014,FP3,Laptop
AMD FX-7600P,NA,4051,NA,1256,NA,35,115,Jan 2015,FP3,Laptop
AMD FX-7600P APU,NA,4627,NA,1511,NA,35,132,Oct 2014,FP3,Laptop
AMD FX-770K Quad-Core,NA,4797,NA,1508,NA,65,73,Dec 2014,FM2+,Desktop
AMD FX-8100 Eight-Core,$142.00*,5982,42.13,1092,7.69,95,62,Jan 2012,AM3+,Desktop
AMD FX-8120 Eight-Core,$99.99,6599,66.00,1217,12.18,125,52,Oct 2011,AM3+,Desktop
AMD FX-8140 Eight-Core,NA,6133,NA,1045,NA,95,64,Mar 2012,AM3+,Desktop
AMD FX-8150 Eight-Core,$383.50*,7630,19.90,1336,3.49,125,61,Sep 2011,AM3+,Desktop
AMD FX-8300 Eight-Core,$85.26,7728,90.64,1403,16.46,95,81,Jan 2013,AM3+,Desktop
AMD FX-8310 Eight-Core,NA,7758,NA,1401,NA,95,81,Oct 2014,AM3+,Desktop
AMD FX-8320 Eight-Core,$92.98,8019,86.25,1398,15.04,125,64,Oct 2012,AM3+,Desktop
AMD FX-8320E Eight-Core,$95.08,7548,79.40,1366,14.37,95,79,Oct 2014,AM3+,Desktop
AMD FX-8350 Eight-Core,$64.99,8948,137.69,1509,23.22,125,71,Oct 2012,AM3+,Desktop
AMD FX-8370 Eight-Core,$139.71,9029,64.63,1536,11.00,125,72,Sep 2014,AM3+,Desktop
AMD FX-8370E Eight-Core,$171.99,7806,45.39,1415,8.23,95,82,Sep 2014,AM3+,Desktop
AMD FX-870K Quad Core,NA,5105,NA,1541,NA,NA,NA,Oct 2016,NA,Unknown
AMD FX-8800P,NA,4138,NA,1439,NA,35,118,Aug 2015,FP4,Laptop
AMD FX-9370 Eight-Core,$178.89,9452,52.84,1609,9.00,220,42,Jul 2013,AM3+,Desktop
AMD FX-9590 Eight-Core,$129.99,10195,78.43,1725,13.28,220,46,Aug 2013,AM3+,Desktop
AMD FX-9800P,NA,3998,NA,1389,NA,15,266,Jun 2016,NA,Laptop
AMD FX-9830P,NA,4725,NA,1623,NA,35,135,Dec 2016,FP4,Laptop
AMD FX-B4150 Quad-Core,NA,4611,NA,1361,NA,95,48,Feb 2013,AM3+,Desktop
AMD G-T40E,NA,467,NA,269,NA,6.4,72,Oct 2011,FT1,Laptop
AMD G-T40N,NA,516,NA,NA,NA,9,57,Aug 2011,FT1,Laptop
AMD G-T40R,NA,203,NA,276,NA,5.5,36,Oct 2018,FT1,Laptop
AMD G-T44R,NA,227,NA,274,NA,9,25,Aug 2011,FT1,Laptop
AMD G-T48E,NA,724,NA,396,NA,18,40,Aug 2013,FT1,Laptop
AMD G-T52R,NA,308,NA,323,NA,18,17,Nov 2011,FT1,Laptop
AMD G-T56E,NA,751,NA,440,NA,18,41,Jul 2013,FT1,Laptop
AMD G-T56N,NA,788,NA,446,NA,18,43,Mar 2011,FT1,Laptop
AMD Geode NX,NA,264,NA,NA,NA,NA,NA,Apr 2009,NA,Unknown
AMD Geode NX 1750,NA,291,NA,NA,NA,25,11,Sep 2009,NA,Unknown
AMD GX-210JA SOC,NA,401,NA,262,NA,6,66,Jun 2015,FT3 (769-BGA),Laptop
AMD GX-212JC SOC,NA,744,NA,389,NA,6,124,Jul 2014,FT3b,Laptop
AMD GX-217GA SOC,NA,1103,NA,632,NA,15,73,Jan 2014,FT3 (769-BGA),Laptop
AMD GX-218GL SOC,NA,1115,NA,704,NA,15,74,Mar 2017,BGA769 (FT3b),Laptop
AMD GX-222GC SOC,NA,1255,NA,760,NA,15,83,Jul 2016,BGA769 (FT3b),Laptop
AMD GX-412HC,NA,1497,NA,473,NA,7,213,Jan 2015,FT3b,Laptop
AMD GX-415GA SOC,NA,1946,NA,576,NA,15,129,Nov 2013,FT3 (769-BGA),Laptop
AMD GX-420CA SOC,NA,2412,NA,731,NA,25,96,Dec 2013,FT3 (769-BGA),Laptop
AMD GX-424CC SOC,NA,2491,NA,876,NA,25,99,Jul 2014,FT3b,Laptop
AMD K7,NA,403,NA,NA,NA,NA,NA,May 2009,NA,Unknown
AMD Opteron 1210,NA,923,NA,NA,NA,103,8,Apr 2009,AM2,Server
AMD Opteron 1210 HE,NA,971,NA,NA,NA,65,14,Jan 2011,AM2,Server
AMD Opteron 1212,$290.00*,1009,3.48,553,1.91,103,9,Mar 2009,AM2,Server
AMD Opteron 1212 HE,NA,1308,NA,NA,NA,65,20,Mar 2012,AM2,Server
AMD Opteron 1214,$290.00*,1191,4.11,683,2.36,103,11,Nov 2009,AM2,Server
AMD Opteron 1214 HE,NA,1299,NA,674,NA,65,19,Nov 2015,AM2,Server
AMD Opteron 1216,$54.85*,1311,23.91,719,13.11,103,12,Feb 2009,AM2,Server
AMD Opteron 1216 HE,NA,1172,NA,704,NA,65,18,Jul 2012,AM2,Server
AMD Opteron 1218,NA,1468,NA,800,NA,103,14,May 2010,AM2,Server
AMD Opteron 1218 HE,NA,1444,NA,NA,NA,65,22,Aug 2010,AM2,Server
AMD Opteron 1220,NA,1653,NA,881,NA,103,16,Sep 2009,AM2,Server
AMD Opteron 1222,NA,1757,NA,938,NA,103,17,Jul 2010,AM2,Server
AMD Opteron 1352,$135.99*,2316,17.04,749,5.51,75,30,Mar 2009,AM2,Server
AMD Opteron 1354,$309.97*,2630,8.49,768,2.48,75,35,Mar 2009,AM2,Server
AMD Opteron 1356,$89.99*,2765,30.73,840,9.34,75,36,May 2009,AM2,Server
AMD Opteron 1381,NA,3065,NA,914,NA,75,40,Apr 2012,AM3,Server
AMD Opteron 140,$710.00*,396,0.56,NA,NA,84.7,4,Oct 2011,940,Server
AMD Opteron 142,NA,428,NA,NA,NA,84.7,5,Jul 2009,940,Server
AMD Opteron 144,$65.00*,486,7.48,578,8.91,67,7,Nov 2008,939,Server
AMD Opteron 146,$59.99*,532,8.87,615,10.26,67,7,Mar 2009,939,Server
AMD Opteron 148,NA,603,NA,681,NA,85.3,7,May 2009,939,Server
AMD Opteron 150,NA,604,NA,724,NA,85.3,7,Mar 2009,939,Server
AMD Opteron 152,NA,658,NA,749,NA,104,6,Jul 2009,939,Server
AMD Opteron 154,NA,703,NA,821,NA,104,6,Dec 2011,939,Server
AMD Opteron 165,$610.00*,899,1.47,553,0.91,110,8,Jan 2009,939,Server
AMD Opteron 170,NA,1097,NA,620,NA,110,9,Feb 2009,939,Server
AMD Opteron 175,NA,1167,NA,683,NA,110,10,Nov 2008,939,Server
AMD Opteron 180,$129.95*,1234,9.50,733,5.65,110,11,Feb 2009,939,Server
AMD Opteron 185,NA,1360,NA,801,NA,110,12,Jan 2009,939,Server
AMD Opteron 2212,$12.00*,1270,105.89,NA,NA,95,13,Mar 2009,F (1207),Server
AMD Opteron 2214,$29.00,1358,46.85,NA,NA,95,14,Apr 2009,F (1207),Server
AMD Opteron 2214 HE,NA,1415,NA,NA,NA,68,20,Sep 2009,F (1207),Server
AMD Opteron 2216,$23.00,1518,66.00,NA,NA,95,15,Apr 2009,F (1207),Server
AMD Opteron 2218,$32.42*,1594,49.18,755,23.30,95,16,Mar 2009,F (1207),Server
AMD Opteron 2220,"$1,475.16*",1701,1.15,851,0.58,95,17,Apr 2009,F (1207),Server
AMD Opteron 2220 SE,$25.00*,1398,55.92,798,31.92,119,11,Sep 2009,F (1207),Server
AMD Opteron 2222,"$1,664.98*",1843,1.11,950,0.57,95,19,May 2013,F (1207),Server
AMD Opteron 2224 SE,NA,1919,NA,NA,NA,119,16,Apr 2010,F (1207),Server
AMD Opteron 2350,$269.99*,2820,10.45,NA,NA,75,37,May 2009,F (1207),Server
AMD Opteron 2356,$14.95,2814,188.25,777,52.02,75,37,Aug 2009,F (1207),Server
AMD Opteron 2373 EE,NA,2789,NA,736,NA,60,46,Feb 2018,F (1207),Server
AMD Opteron 2374 HE,$189.99*,2951,15.53,NA,NA,55,53,Apr 2010,F (1207),Server
AMD Opteron 2376,$166.81*,2283,13.69,NA,NA,75,30,Mar 2009,F (1207),Server
